S.No,Tweet,Points,Sentiment
950,Lol it is catchy  Anytime that s what friends are for     If you don t mind me asking is he ok  Nothing severe  ,0,Neutral
951,kan org ade reply tdy   Yg I ckp u wangi tdy    gpp atuh      RT ,0,Neutral
952,ktawa si uda RT ,0,Neutral
953,hehehe RT Nabila MG ia RT ,0,Neutral
954,Nabila MG billa ,0,Neutral
955, Bigbig congratulations to all the new nurses in the Philippines and good luck   the real test begins     good night everybody   Im gonna sleep    ,3,Positive
956,I know you have confessed many many times     butiloveyoutoo    ,0,Neutral
957,thanks    I finally feel 100   The flu sucks  Lets get wasted  I almost forgot what being drunk feels like ,1,Positive
958,follow her she mad SEXY and she look cool RAPE her follow button    I love this little proto person     ,2,Positive
959,Mi  casa  http   instagr am p SRweVquksd  ,0,Neutral
960,i know those ones  dm me     Last resort Ball at the y   I guess so    ,-1,Negative
961,ohh yeah I forgot to tell you  Scarrie gave me some Wendy s coupons  I ll bring them tomorrow    I feel good    Dah pandai sekarang nak rindu rindu   Tah apelah status dorang ni sebenarnya kan       ,2,Positive
962,you have to know basic ballet and hip hop     puasa loh  ,0,Neutral
963,Emg mot     ,0,Neutral
964,kok khe jahat   ,0,Neutral
965,Diem qe  ,0,Neutral
966, 9 RT ,0,Neutral
967,Asiawest class     ,0,Neutral
968,W413  http   4sq com Tf5W5a ,0,Neutral
969,     Ahahahaha     Ketemu om duda ma om darjit      ,0,Neutral
970,Sd negeri bhayangkara  http   4sq com Sde1WF S O to my new follower ,0,Neutral
971, thanks for following me     ,0,Neutral
972,same  Stay strong for your BFF     3 ,1,Positive
973,   que rico caminar en esta epoca al atardecer noche es fresco xdxd ,0,Neutral
974,xla  ain ganti mc  pah2 kje revision untk LJM plok  ari 2 revision untk final exam kot  final exam abis dh kak    Knapa  RT ,0,Neutral
975,Gaboleh diet RT ,0,Neutral
976,Amin cepet diet atuh biar gk berat mah     RT ,0,Neutral
977,Betapa berat beban ini But when I have thanksgiving with my bois it ll be all worth it    ,1,Positive
978,    http   m soundcloud com c millzy c millzy ft fresco like pac  BlackHair  ShortHair  NewHairStyle  BlackAndWhitePicture    http   p twimg com A8MlT6qCAAEkOqe jpg     D http   p twimg com A8MlU6jCcAEAjCe jpg ill be representin         lol check it out http   p twimg com A8MlVFgCYAESQZ  jpg I sometimes forget how pretty the Tri Valley is then I come back and rediscover it     Harus semangat jualan nih     knl sma iam toh kak   D heheiy maaciw kka    ,0,Neutral
979,Gpp kok dek  D longlast yee    ,0,Neutral
980,apaan sih kak    ,0,Neutral
981,RT ,0,Neutral
982,RT ,0,Neutral
983,Sip y  kalkausarms  Urwel RT ,0,Neutral
984,Thx kalkausarms  Sipfllwed     RT  cont  http   wl gs 6NWTd  ,0,Neutral
985,hahaha     sige ingat palagi  God bless     ,0,Neutral
986,неа    ,0,Neutral
987,favorite candy bar     ,0,Neutral
988,   thanks lol ,0,Neutral
989,yes i m okay      ga jadi     ,1,Positive
990,Can dia mau bayarin lo padahal    RT ,0,Neutral
991,diauruh diem aku     ,0,Neutral
992,Asii Goodnight mentions  RT    Günaydın     ,0,Neutral
993,Dubai Properties Group مجموعة دبي للعقارات  http   4sq com Sde3xA ,0,Neutral
994,syukur   hope this feel consistent until the end of my studies   heee    ,0,Neutral
995,ziaah gw udah ngirim tekom chp 9  10 sama kap yaa  Yg tekom diprint rangkap 2 yaa  Masih bisa ngga     maaciii ,0,Neutral
996,you re so pretty    والله عيب جامعه شكبري و دوامي 7      نوم ,0,Neutral
997,ouh nothing     haha  ,0,Neutral
998,well I d like to test that sometime    ,2,Positive
999,Hehe      Nice to see you tonight ,1,Positive
1000,    loveya ,0,Neutral
1001,hehe maafkan sajorh k   Be happy yasser      Hahaha  suyaa nako anii bataa uii xbox man jud giduwaan     kacute ni baby uii  mu ,1,Positive
1002,Ormoc City Philippines http   instagr am p SRwXYsoCWP  Hajah    had alot of fun tonight     gonnamissher   ,-1,Negative
1003,Thanks Love       ,0,Neutral
1004,WhyPayZone naman po sa SV building     Can t wait for all the food for thanksgiving  yummy    Thanksgiving day on Thursday  can t wait for the turkey      Someone loyal    ,2,Positive
1005,congratulations     “,0,Neutral
1006,Can t believe I m home    best feeling in the world 3  friends  family” but you couldn t come to our game  ð ,0,Neutral
1007,Si niña    Lol ,0,Neutral
1008,oooooooooooh      Goodnight    First client meeting done     lunch time next  ,0,Neutral
1009,I loveeee you     Back in Houston  Can t wait to see everyone       ,0,Neutral
1010,George Bush Intercontinental Airport  IAH  w  45 others  http   4sq com QtIYcm ,0,Neutral
1011,thanks  they definitely weren t 60 bucks though    they were 35  Vodka is just awesome water   ,2,Positive
1012,your tweets make me laugh   ,0,Neutral
1013,Chay  Pafollowback  Thank you    Another box of Ferrero from Ms Jenny  So thoughtful     Ohhhh you a bad little car oh whats that  You want me inside you   peter griffin    Lunch at brad s crib     Bout to be one of them days u can t stop smiling    excited for wednesdays  ,1,Positive
1014,tu la   Dpt tros delete       Somethin  bout a truck    ,0,Neutral
1015,    I L U   My sweety RT ,0,Neutral
1016,Ngapo    ̮  н̲̅e̲̅н̲̅e̲̅н̲̅e̲̅   ̮ RT ,0,Neutral
1017,ckckckck      ,0,Neutral
1018,Follow Back    ,0,Neutral
1019,Waaaahhh      Morning RT ,0,Neutral
1020,Good morning       ,1,Positive
1021,Your latest tweets are so defensive  Stop it    ,0,Neutral
1022,haha we should  P         Saya  Sayang Awak     ,0,Neutral
1023,fine then    ,1,Positive
1024,suru2 orang aja taunya ni kk mau kluar sm tmn    ,0,Neutral
1025,thank you for shopping at http   GagaDesigns com I m happy I was able to find the special stuffed animals for your big girls    ,1,Positive
1026,I m glad    ,1,Positive
1027,haha you ll meet me soon enough I m sure Molly brags about ya    Oh pemula ya    pantesan   Kalo aku sih wktu awal2 susah bedain key sm onew   Haha  ,1,Positive
1028,Tapi buat shawol pemula mah susah    100ThingsThatMakeMeHappy 15  My Spanish teacher mrs altizer cause I can talk to her about everything     “,0,Neutral
1029,miss you din Ate ”miss din kita kelan ba tayo magkikita   I swear ,0,Neutral
1030,is always making me laugh    sofunny ,0,Neutral
1031,Hello handsome    ,1,Positive
1032,so pretty    ,0,Neutral
1033,Eres un lindo     Dikantor ni ka ,0,Neutral
1034,Dkntr kh nipa drmh RT ,0,Neutral
1035,Ia ka    ,0,Neutral
1036,Sabar jatuhan maha adil My grandma is coming over for thanksgiving so my dad asked me to put different gauges in lol  He doesn t want commentary     Good aft     ,0,Neutral
1037,hola babyyyy        ,0,Neutral
1038,untungler otp ngn aimann     Ahaha aiman mana  Ahhhhh ,0,Neutral
1039,haha ok I ll save it to my search     ,0,Neutral
1040,lol  Dude where are you I feel like I never see you anymore   ,0,Neutral
1041,okay see ya in 5 then    ,1,Positive
1042,yeah it was weird and thanks I m fine     ,0,Neutral
1043, snapchat  Woooohoo send me dick pics  daniellaveli     dooo it     again Oh my glob     Thanksgiving is here y all    And I m totes ready to put my stretchy pants on     Or should I say my  THANKSGIVING PANTS     ,2,Positive
1044,Well too late cause i just got done negotiating and i got my moneys worth      so i will get more than 25 now         http   p twimg com A8MlqF7CEAAP Lk jpg Ciaannkkk    Ciaankk    Ciaankk   All         ,3,Positive
1045,deal      it s set  Starting Monday    ,0,Neutral
1046,return just for Christmas w me    Watchin full house  Just like the old days      feelLikeAKidAgain Selamat tengahari      RT ,4,Positive
1047,Selamat pagi    Tattoo i did today     Inked whatcha think  Well atleast me and her aren t fighting anymore   ,1,Positive
1048,yes  I m surprised your still tweeting me back  Haha    y all are incredibly amazing  ,1,Positive
1049,I don t mind laundry one bit  It s kind of relaxing to me     ,2,Positive
1050,hahahaha tweet naman talaga  Di na health    ,1,Positive
1051,yeah    baby girl and baby boy LOL  3 3 JunAh feeling keke ,0,Neutral
1052,om mimin sy pengen pesen jersey nya   CP nya ada  Thanks    ,0,Neutral
1053,must be getting too old for all this jet setting  p I was down your way last week for a few days with some mates  Good craic    S O to      ,2,Positive
1054,And Her Avi      Shes not following me but im sure she will make that change   Follow her       TeamFollowBack ,0,Neutral
1055,Thanks dek    ,0,Neutral
1056,lol     ,0,Neutral
1057,sentite identificada jajajajaja    ,0,Neutral
1058,oh ok    Im bout to go to ATL    Jgh       ,0,Neutral
1059,Espinas Residence  http   4sq com UHDyFT ,0,Neutral
1060,هههههههه ما احبها يا تركي هذي الكلمة اللي بالي بالك وكل الناس فاهمين    ,0,Neutral
1061,me too  Two more classes      ,0,Neutral
1062,some boy I know    On duty    Same     ,1,Positive
1063,Same RT ,0,Neutral
1064,Same  RT ,0,Neutral
1065,I need more followers   attitude but it s beautiful               3 check it out http   p twimg com A8MlweMCcAIeq27 jpg ,0,Neutral
1066,Are you at Disney  Spaceship Earth     ,0,Neutral
1067,yupp  See you there    ,0,Neutral
1068,GoodNight    ,0,Neutral
1069,love you     Laughtrip ,0,Neutral
1070,carpool    hahahaha hi ClydeG  ,0,Neutral
1071,Pammy s Place    http   instagr am p SRwjQjLidP  ,0,Neutral
1072,Thankssss     ,0,Neutral
1073,funny how you call her a puppy  more like  oldwoman  Not that it makes her any less adorable    I call all dogs puppies too  Tonight s a good night    ,2,Positive
1074,Mi Casa http   instagr am p SRwtbrsS0O  ,0,Neutral
1075,jealous  I m watching end of watch with my family     masih kerja di kereta   RT ,1,Positive
1076,syukur atuh teh ð“,0,Neutral
1077,alhamdulillah damang dong    RT ,0,Neutral
1078,Kumaha damang teh   Happy birthday ,1,Positive
1079,I hope you had a great day    Otp with zay tho        http   p twimg com A8Mly6ZCEAIIDip jpg ,1,Positive
1080,mc pn kna ganti ke  huhuu so skang ni tgu ljm jela ni  nice    Nevermind I m going to ,1,Positive
1081, s     ,0,Neutral
1082,sokey    hii    lunch time philippines         ,0,Neutral
1083,HSD Computers Pte  Ltd  Co  w  2 others  http   4sq com SQjUYh mohonkan doa dukungan dan partisipasinya teman teman semua    Hello IG  I missed you  I can rock whatever I wear      pants  barbados  vacation  lexys  ,-1,Negative
1084,Lexy s Piano Bar http   instagr am p SRwnu2FlTB     North Carolina real early in the morning  So no school for me    “,0,Neutral
1085,โอ๊ะ  หุ้นวันนี้ ไม่อยากมองกระดาน  ฮา  มองแล้วใจตุ๊มๆ ต่อมๆ day trade เหรอครับพี่   “,0,Neutral
1086,I love how the first thing everyone instagrams when they get home from college is their dogs ” Guilty     ,1,Positive
1087,we ve choreographed and Danced to almost every single song he s ever done Hahahaha hope this helps     I love me some me     Of course everyone wants to be boring the night I want to go out     ,1,Positive
1088,54  of people don t know how to swim   I m one of them     ,0,Neutral
1089,Byeee  budakkk    ,0,Neutral
1090,love the new profile pic    orange tinted shades are the really neat o  Lol Moved Aphrodite into a bigger container     tarantula  ,1,Positive
1091,100 Spadina Rd http   instagr am p SRwwKJMIHK  ANG LANDI NI DARA JUSKOOOOO    HAHAHAHA             cut my hair and i like it    its nice ,2,Positive
1092,yo9al o   Dick in yo ear  fuck what you heard    ,0,Neutral
1093,trust me you will     ,0,Neutral
1094,4 40  newestlearntthing U cant Write the No 6 whilst makn Clockwise Circles with your leg    I m ready to Dye My hair to Different color              I Hope my bf likes it              ,-1,Negative
1095,http   p twimg com A8Ml3dYCQAEyY9p jpg glad to be off work            new avi  TeamDimples     ,1,Positive
1096,thank you luv     ,0,Neutral
1097,ok  bgus adik abg ni     solat subuh tk  ,0,Neutral
1098,Pengerusi tak pengerusi   Memang rasa nak kasi dia sarapan kerusi je ni   Wkwkwk      showtime na    tara watch  Don t need makeup to cover up    Listening to 1D   what makes you beautiful        3 http   p twimg com A8Ml5g4CAAEoVpD jpg RT ,0,Neutral
1099,Taron is so cute       thanks    ,1,Positive
1100,lol gahh  A pitty date     thanks boo    can t wait  Short er  hair    http   p twimg com A8Ml5wICUAAzoKM jpg ,0,Neutral
1101,Oke mas   Makasii    ,0,Neutral
1102,Ooo i gotchu darlin an we can watch it together tht show is my shat       lol ,0,Neutral
1103,Goodnight love    Ok m bro  ko dth drumahku nah      kita jalan2        RT ,0,Neutral
1104,spupet ndg lmaa z ke kdi pkl    ,0,Neutral
1105,lol ima do the same  See ya later              sdh tua pun    msh tia tawu membezakan mna yng benar atau yng salah       VampireDiaries marathon before bed   And now it time to play some black ops with the little brother    7 projects and one thing keeping me positive and happy       I know something I shouldn t knowwwwww    The end of the day today really pissed me off but coming home with Megan is making everything better    Seeing breaking dawn for the second time    Sekeras keras lelaki akan jua tumpah air matanya pada suatu hari  Malah lelaki yang berani menangis adalah kaum yang benar benar IKHLAS    Go Green    http   myloc me qYCAT ,3,Positive
1106,Ader  We are hiring sekarang  Kalau interested boleh email I directly kat  shahrulnizam,0,Neutral
1107,Apply la    ,0,Neutral
1108,hahaha   Nvm la   Now I go eat lunch       دنيا قصيرة   بر وآلديك ، آد آلفرآئض ، عبر عن حبك لمن حولك ، زر مريضًا ، آسعِد طفلا ، آضحك يتيم ، آبتسّم لِ آلجميع ♥ ربمآ خآتمتك قريبه     La primera de las primeras       ,0,Neutral
1109,many thanks  same here  keep in touch    ,0,Neutral
1110,                sabaaaaaaa7ooooooo                   ,0,Neutral
1111,Me   Hola  Como estas      Spanish guy   Speaks mad fast Spanish  Me   Dude chill  Dora didn t teach me that yet    My other half doe   ,1,Positive
1112,cause your the only one who can pay attention tell me where to go and read signs for me     WeMakeAGoodTeam Thx bitches ,0,Neutral
1113,I always enjoy the time we spent  what a quality time of sendal teklek       That Thanksgiving Meal Tommorrow           ,2,Positive
1114,I ll bring you Dairy Queen     ,0,Neutral
1115,Ang ganda mo Kwin          ,0,Neutral
1116,what I mean by I don t know is    that lauren is by far my favorite       finally home    ,-3,Negative
1117,Smoga semUanya berjLn sperti yg d ranCang    bantu semampU kita buat saudara2 d sna yg memerlukan      ,0,Neutral
1118,lol  I feel you man   lol good to hear from you though   how is everything  Now face time w my Dom Dom    ,1,Positive
1119,kalau takde alif  saya kuar dua org je lah   tak best lah      esok saya kuar jugak     ,0,Neutral
1120,balikhanedeyim olm ben onu denize ckana soyle    pretty lil me              check it iut http   p twimg com A8MmAI0CYAAbHEl jpg Nfb ,0,Neutral
1121,   Goodmorning people    Hanya mengingatkan sajaseterusnya itu pilihan anda    Eating my lunch  Kare kare while watching Lakers game in HD    Thanks to NBA Premium Tv     fb It was a good night    “,1,Positive
1122,That s all for today  I will tweet my next batch of pics tomorrow  Stay tuned   ”  Will do   thanx matey    CallACuiteOut ,2,Positive
1123,that s my lunch    ,0,Neutral
1124,Oh I Kno    haha I m Awesome    ,1,Positive
1125,hahahaha your welcome    With that I bid you good night  GACFamily  and I will see you all tomorrow on hump day     ð ,2,Positive
1126,cek DM lit   ga enak diomonginnya lewat DM aja    Fav for a dm     I love my family     Kangen astri wahdini ih     i look kinda like a model lmao             check it o UT http   p twimg com A8MmFE8CUAAQEyH jpg Namanya juga pisces     ,1,Positive
1127,Sabi ko  May sugat tlga ako  Uu nkauwi Na    Off to work       with a happy heart     ,2,Positive
1128,hoho        That Bitch Make Her Pussy Open    Close Like Fish Gills          ThatDamnCee Cee New Tweethandle    Slmt tgl 21 ,0,Neutral
1129, bf longlastmaaf telat    The late niht conversations with someone youll never forget    jika sudah kau mencintai dia  putuskan aku dgn baik caranya    Gamess    ,-1,Negative
1130,so it s true when I see one I want one       ,1,Positive
1131,naw des its not me   Rt For SHOUTOUT    Follow For A FollowBack And Mention       off    masak utk parents    daa       salam ,-1,Negative
1132,woohooo    estoy muy emocionada Pizza hut with ,0,Neutral
1133,    Truly I m a little bit choosy  I have specific type for my ideal man    ,-1,Negative
1134,lol love you too    ,0,Neutral
1135,ajajajaa simon yaa quieroo que lleguee        ❤ I was the first person that told ,0,Neutral
1136,happy birthday so she better be the first person to tell me    ,2,Positive
1137,ขอบคุณค๊าบบบบ เดี๋ยวอ่านเรื่องเก่าจบจะรีบอ่านต่อนะค่ะ อิอิ    ,0,Neutral
1138,Cause people don t know how to drive       My girlfriend knows I just won that conversation    Just posted a photo ,2,Positive
1139,ในใจหนูยูเมะ    http   instagr am p SRw3rIxLRa  ,0,Neutral
1140,yea I’m really happy or my sis    but yea i kinda don’t care about my pops moving out haha I wanna move out as well    goodnight    ,3,Positive
1141,follow back    ,0,Neutral
1142,My ringtone is a tornado siren   lol  I m watching an episode of Storm Chasers tonight    Thanks ,-1,Negative
1143,   http   p twimg com A8MmJ2WCMAE9slw jpg ,0,Neutral
1144,follow back yaa    صبحكم الله بالخير     Wifi sa office  Yeyu       ,0,Neutral
1145,masuk paaaaagi    What a wonderful day    ,1,Positive
1146,Follow Back      ,0,Neutral
1147,hey darls sebelum kerja gw pengen ketemu lo nih tante    yuk minggu depan     dinner before the game     ,0,Neutral
1148,Burger King  http   4sq com 10qrYnL ,0,Neutral
1149,i can do it  if its in drafts though you can actually link me to the private post    ,0,Neutral
1150,THANK YOU  Someone understands   ,0,Neutral
1151,الى انا شايفاة ان مافيش فرق بين النظاميين    هدخل اقراها ,0,Neutral
1152,awh shucks   too baf that s you   ,0,Neutral
1153,Your a nice girl    ,1,Positive
1154,ill be alright but thanks though    Dimaafin ko    RT ,-1,Negative
1155,Hihiy maap dah  DRT  ,0,Neutral
1156,nyeeh  jangan ngomong RT ,0,Neutral
1157,Hahah udh abisss  Dielan is so cool he s my favorite sophomore or junior    ,1,Positive
1158,tak buat pape pon    Sbb dlm bas sekarang     TeamVally Pixs  SoSexy    http   p twimg com A8MmOOiCYAExpby jpg ,0,Neutral
1159,Search mo nalang Jessa Nhikka Bacsal     Look at the sky    its beautiful    ,0,Neutral
1160,Yayyayyay      ,0,Neutral
1161,aww love you nig nag    2nd day of my workweek   Thank you Lord        ,0,Neutral
1162,Convergys One Building w  2 others  http   4sq com SQknd1 ,0,Neutral
1163,Only cause your cute   haha this movie better be good  Think Like a Man is just amazing 20th time already     KevinHart  love  hilarious  smiles ,5,Positive
1164,I ve seen a couple   worth doing     ,0,Neutral
1165,Folback ya bukkk    ,0,Neutral
1166,tak sabar nak tengok    ,0,Neutral
1167,watchhh tayo 24 7 inlove sa friday     Cheese overload      ,0,Neutral
1168,House Of Lasagna  http   4sq com UhS09w ,0,Neutral
1169,hahaha     ,0,Neutral
1170,thank u   No offence but tht name is ugly No more Snapchat for now gotta finish my homework    I love my mommy and daddy    sama2 RT ,-1,Negative
1171,Terimakasih    Ain t nobody business but mine and my baby     ,0,Neutral
1172,what Yu been doing Yu no my birthday on the 24th    Love this polish   nails  nailpolish  sallyhansen  crackle ,0,Neutral
1173,My Bed    http   instagr am p SRw5wzE3ma  ,0,Neutral
1174,why  usap nalang tayo sa friday    kakaenrol ko lang last wk eh classmate tayo sa mandarin     ingat ka ok  3    ,-1,Negative
1175,IKR     I miss my ,0,Neutral
1176,aw that s so cute      On that Charlie sheen right now     ,2,Positive
1177,   NO school tomorrow  WhiteSchoolBenefits    Birthday s in 4 hours    Ehhh im over it back to being mean     ,-1,Negative
1178,Such A Good Show Can t And Won t Stop Watching     ,1,Positive
1179,i am afaid i can t handle yours and my one is too bored for you    Late night dessert     ,0,Neutral
1180,Cheeseburger In Paradise w  3 others  http   4sq com QtJdEe Today was decent    ,1,Positive
1181,i appreciate you the mostttt   ,0,Neutral
1182,afrina  13  aizek    ,0,Neutral
1183,I ll do it     Bc I m sure sweetheart lol   Goodnight Tworld    Can t wait to spend Thursday with my sisters   ,1,Positive
1184,well I guess not REALLY LONG but just long enough    nice me                 vheck it out http   p twimg com A8MmV5sCAAEGohq jpg ,5,Positive
1185,come to the good ol ltown     i promise     Phone calls with my daddy       Felíz día mami    te quiero  3 http   p twimg com A8MmWWtCAAAcDJY jpg  ItsShowtime na nuod tayo      Have a laughtrip lunch po      ,1,Positive
1186,35    Tutti Fuitti    http   p twimg com A8MmWtcCIAAilh7 jpg ,0,Neutral
1187,lmao it s okay  You can come back to me with a new BETTER line    ,2,Positive
1188,Shoo do      eyes start hurting    fingers get weak    lmao Cant wait to see ,-1,Negative
1189,this week        bestfriendtweet nahh more like  sistertweet Estudiando mas y mas  I need a break      yomellamo http   p twimg com A8MmXhwCIAAdRMr jpg ,1,Positive
1190,haha that s what I m saying she deserves it  She ll be treated like a princess    ,1,Positive
1191,it certainly was      ,0,Neutral
1192,I m in jersey city silly     by the time I get there you ll be aw gone     ,-3,Negative
1193, thnx Jennifer   ,0,Neutral
1194,oh my yessss   When we win the lottery our house is going to be like this    haha x ,1,Positive
1195,   sounds good  wow 9 yrs   That would be interesting to even look at    tc hon Bette ,0,Neutral
1196,Landeeh     yup OTH it is     ,0,Neutral
1197,        LMFAO     nice one dear   LOL Reward time    when the skyfall     Trưa nào cũng ăn một mình buồn quá    ,2,Positive
1198,Cà phê Tinh Tế http   instagr am p SRw OgnqmG  porfin amigaa eh  Jejeje   “,0,Neutral
1199,Liceyyyyyyyyyyyy ” ,0,Neutral
1200,lol no I did not  Kind of a random deal  Hard to explain  Lol but it was good     ,1,Positive
1201,I will be in town from NOvember 26 30    Book me ,0,Neutral
1202,hahaaha really   who needs soap operas    ,1,Positive
1203,you have enough drums hahaha     With ,0,Neutral
1204, s gay ass    Con mi mami y mi hermano    http   p twimg com A8Mmb8dCUAE5j3O jpg ,1,Positive
1205,I ll do it  Bc I m such a sweetheart      ,0,Neutral
1206,Smiigett baby I love u     Хочу хочу поощрения      Гороскоп  вся надежда на тебя  Segundofinished     I Love The Fact That Im FunSize        Textin   ,0,Neutral
1207,     Benefits of working on the strip   Seeing 2 famous people    cool  100ThingsThatMakeMeHappy loving someone that love to me       finish texting my man     Off work finna kick it tonight    Eat Bulaga na     ,1,Positive
1208,lol ohhh Hannah   dresssy    check it out http   p twimg com A8MmeX9CIAAZhE3 jpg ,0,Neutral
1209, nobody was perfect brothaa    ,1,Positive
1210,sounds so cute when he s tired    Finally with hunter  sososo happy Expo de carteles 10 años     ,1,Positive
1211,Bistro Miró  http   4sq com QtJib1 ,0,Neutral
1212,me pasas mi falda mañana      All five kiddos in bed i am finally laying down  Gots one more day of being awesome at work and then four day weekend    ,2,Positive
1213,lol good        Sight seeing Kijang     ,1,Positive
1214,Poliklinik Yakespen ANTAM  http   4sq com TX3xuj ,0,Neutral
1215,   fair enough  I still look forward to on finding out if Websters falls made its way into one of your stories  P Goodnight     ,-1,Negative
1216,Cross eyed and bowlegged for at least a week so worth it     ,0,Neutral
1217,X box 360      Gonna put in a lot of work at the fields this break   This couple on my TL     they re perfect together    I Saw All My Babiessss        http   p twimg com A8MmiL9CMAAwPnO jpg ,2,Positive
1218,I m just kidding buddy    ,1,Positive
1219,yaaa i love it     ,0,Neutral
1220,RT ,0,Neutral
1221,Suami istri yg kompak ibadahnya dicintai Allah   ,0,Neutral
1222,ano to beb  kwento     ,0,Neutral
1223,ko mcm x kenal die plak  Suke buat plan dan suka cancel plan    ,0,Neutral
1224, 3 shit wrong person   Ps dat my woman    http   p twimg com A8MmjC7CQAAu5hS jpg    My shorty is absolutely the best    Alhamdulillah    safely arrived  ,0,Neutral
1225,Terminal 1 Bus Station w  2 others  http   4sq com Sdepo6 ,0,Neutral
1226,yah but once he cums bak from work    ,0,Neutral
1227, girrrrrrrrrrrrrrrrrrrrrrL i miss youu    ,0,Neutral
1228,jgn kapok rafting lagi yaak    O            angel face  ,0,Neutral
1229,don t be a stranger    ,-1,Negative
1230,Sounds like you like your job     loves that dress    check it out http   p twimg com A8MmkdwCAAAX7nq jpg อย่าไปคิดมากเลย ต่างคนก็ต่างมีหน้าที่ที่ต้องไปทำ    Love this kid    ,2,Positive
1231,Leino s Lock   Key http   instagr am p SRxGJIORdh  ,0,Neutral
1232,never ever     loveyou So random night bus home at 4 in the morning    Go to get off who do I see   ,-1,Negative
1233,sitting in the back    Amazing      Nyantai dulu ah       at Keuangan RSAL Dr  Ramelan  — http   path com p 1x7kW4 Tuto adiós    Happy 10months abang    dikit lg km besdei  abis deh ya uang aku  hihihi  at Paramount Plaza  — http   path com p wWxfc my fave pic     check it our http   p twimg com A8MmmsICcAEHgX2 jpg Slamat tgh hari       RT ,2,Positive
1234,Selamat tengah hari semua     D Pahinga mode         ,0,Neutral
1235,Marina Bay Sands Hotel http   instagr am p SRxHlALKL6  Dia bestie sayaaa    ,0,Neutral
1236,   Hmmm http   p twimg com A8MmnHvCMAE6RpR jpg ,0,Neutral
1237, Notice her Wade  She s a REAL BIG fan     She loves your work it s all I ever hear  Chiing with friends    I wanna kiss lol    ,1,Positive
1238, maybe u should tlk to me more   things would be better lol jk   lol but go to the mall and get a massage it s a life changer lbs Loves watching my boy play ball    ,1,Positive
1239,ðð Sakit hati simpan dalam hati itu lah lelaki    tak perempuan kalau sakit hati kat situ jugak dia maki like my mother    Armena  hmu if your near here    Owh  Thanks for inform me    ,2,Positive
1240,Maafkan ak Tuhan    selama ini ak menyembah berhala  disesatkan iblis menyembah Tuhan Palsu       ,0,Neutral
1241,   Days filled with something Rich makes a girl happy    http   p twimg com A8MmoXfCQAEtSR2 png Orde s Complete        Iced Dark Choco and Iced Cofee Jelly  w  ,1,Positive
1242,Chariffic  Milktea   Coffee   pic   http   4sq com UegEJX ,0,Neutral
1243,I love you too    Goodnight    Watching the heartbreak kid    Ben Stiller  Is soo funny lol ,-2,Negative
1244,I will be in town from NOvember 26 30    Book me ,0,Neutral
1245,perfect    thank you  ,1,Positive
1246,we need to hang out over break   I talked to Julia and she cants so let s just do something  ,1,Positive
1247,wokey wokeyyyyyyyyyyyyyyO    ,0,Neutral
1248,benım sozumdur bu    I wonder who has a crush on me    ,1,Positive
1249,count me in  50 minutes more        21 Sleep eludes me again       ,0,Neutral
1250,it s a date    ,0,Neutral
1251,eikkk   nape mcm tu eaa   strict giler   boring r gtu huhuu i know u can do it la dik  u dont need luck    ,-1,Negative
1252,do you guys have any plans on singing here in AZ       Salamat Bro for always granting my prayers     ,0,Neutral
1253,   we ll see ,0,Neutral
1254,Thankyou    ,0,Neutral
1255,See You Already Kno Girlll    صباح الخير    ياصباح الاربعاء    هلا باللي له الخافق يهلي    I like  Oomf     ,1,Positive
1256,You couldn t be more correct     Ya kka    Ganbate      RT ,0,Neutral
1257,Yang lagi sekolah semangat yaa     yang lagi kerja juga     aku dibelakang kamu  coba tengok deh     ,0,Neutral
1258,yaaa  nice one  i wanna this    hiii  gatai  ,1,Positive
1259,I love you God loves your family loves you  You on a mission and everything happens for a reason     TeamDez just keep singing   ,1,Positive
1260,nice car      Production almost done      ,1,Positive
1261,That s okay zanny    Yay only a half day     100ThingsThatMakeMeHappy 20  My job  They re like my other family    ,2,Positive
1262,sorry you too gal    ,-1,Negative
1263,I gotchu monday     ,0,Neutral
1264,ok   roger     ,0,Neutral
1265,Done     ,0,Neutral
1266,oh yes  Let s see how u can keep up    Coffee         ,0,Neutral
1267,Beverly Hills Apartment Phase 3  Home Sweet Home    pic   http   4sq com Y1mHV2 Kayla s birthday in a hourrrrr  Birthday beats            Got to see the Lack Dance and some Gagnam Style from Sterling as the first star     chicagowolves making my night  Well GOOOOD NIGHT      100ThingsThatMakeMeHappy my ,4,Positive
1268,for being my gay boy best friend    ,1,Positive
1269,alright girl well ill see you tomorrow in class    I lost four pounds just by constantly moving and forgetting to eat     highfive for  weigh ,0,Neutral
1270,The Parent Trap http   instagr am p SRxJP0jx1i  ,0,Neutral
1271,Eeek  I love H M  And well shopping in general    can t wait to see you guys  ,1,Positive
1272,thanks       just let my love adorn you     ,1,Positive
1273,thank doll it means a lot    ,0,Neutral
1274,I already got it Via itunes I was talkin  the physical copy I  3 it    ZOHOR          Dey call me Fefe F babyyes I do the effin most im et dey throats until dey choke  the God has spoke       ,-1,Negative
1275,Wow  Súper     ,-1,Negative
1276,andaya bat mas masarap yan ha      ,0,Neutral
1277,It s already 21 here in my place  So HAPPY BIRTHDAY PEY  Have a good one  I wish you all the best     ,3,Positive
